phrase	category
During acceleration, the vehicle shakes and the check engine light illuminates. The fuel pressure regulator appears to be leaking when tested.	Fuel System Problems
The vehicle shudders violently when shifting from 1st to 2nd gear. The transmission control module has failed, causing erratic shift commands.	Transmission Problems
The headlights flicker and dim when the car is idling. The alternator is failing and not producing a consistent voltage.	Electrical/Electronic Failures
The steering wheel requires more force to turn and a constant whining noise is heard during turns. The power steering fluid reservoir is dark and contains dirty fluid.	Transmission Problems
The parking brake handle pulls up with no resistance and does not hold the car. The parking brake cable has snapped.	Brake System Defects
The engine rotates but fails to start. The absence of a spark from the ignition coil is due to internal failure.	Ignition System Malfunctions
A sweet and syrupy scent is emitted from the car after it has been driven. The radiator has a small pinhole leak, which is spraying coolant onto the hot engine due to its cool temperature.	Cooling System Anomalies
Fungus blowing, particularly in areas that are connected to the lighting system, is a frequent problem. The wiring harness appears to have been exposed to rodents with multiple wires on it.	Electrical/Electronic Failures
The cabin heater blows cold air even when the engine is at full operating temperature. The heater core is clogged with sediment.	Cooling System Anomalies
The manual transmission is very difficult to shift into any gear. The clutch is not fully disengaging when the pedal is pressed.	Transmission Problems
The battery's low charge is a constant issue in the morning. A parasitic draw was discovered due to the glove box light remaining on when closed.	Electrical/Electronic Failures
Transmission fluid leakage from front pump seal, after parking is a red puddle and needs topping up.	Transmission Problems
There are white, crusty deposits around the thermostat housing. The gasket has failed and is causing a slow coolant leak.	Cooling System Anomalies
The engine's temperature is too hot for the cooling fan to activate. The thermostat appears to be closed and the coolant hoses are soft and worn.	Cooling System Anomalies
The trailer wiring harness is short circuited, causing the fuse to continue blowing even after taillight replacement.	Electrical/Electronic Failures
The exhaust emits a strong smell of unburned fuel and the oxygen sensor readings are outside normal parameters. The fuel injectors pulse irregularly when monitored.	Fuel System Problems
The transmission's front pump seal is leaking. Under the vehicle, there is red fluid that is penetrating on the ground.	Transmission Problems
The carburetor is flooding, causing the engine to run rich and stall frequently. The fuel pump delivers excessive pressure and the float needle valve doesn't seat properly.	Fuel System Problems
The manual transmission grinds when it shifts into third gear. The synchronizer rings are worn out and the shift fork is bent due to previous hard shifting.	Transmission Problems
While idling in traffic, the engine temperature gauge goes into the red zone. The electric radiator fan relay has failed, and the fan is not functioning.	Cooling System Anomalies
The vehicle experiences sudden power loss and sputtering. The fuel filter is found to be completely filled with water and sediment.	Fuel System Problems
The engine's performance is poor and the check engine light indicates a problem with the camshaft position sensor, leading to incorrect ignition and fuel timing.	Ignition System Malfunctions
Despite the engine's temperature changing constantly, it remains cold inside. After switching from coolant to air, there is a significant amount of air trapped in the cooling system.	Cooling System Anomalies
When the engine is not running, the carburetor drips fuel. The float needle valve is damaged and does not sit properly to prevent fuel from discharging.	Fuel System Problems
There are some noticeable cracks on the ignition coil and a slow idle idle; starting takes many attempts and there's hardly any time between turning the key and the engine firing.	Ignition System Malfunctions
No matter how much water is in the reservoir, it remains on despite light turning off and the coolant level sensor failing.	Cooling System Anomalies
When shifting into third gear, the manual transmission will grind. The synchronizer rings are worn out and the shift fork is bent due to previous hard shifting.	Transmission Problems
The starter clicks once but does not turn the engine over. The main battery cable has severe corrosion at the terminal, causing a poor connection.	Electrical/Electronic Failures
The engine shuts down when driving over bumps due to a loose main ground wire connecting the engine and the chassis.	Electrical/Electronic Failures
When the air conditioning is on, the power in the vehicle goes out. The fuel pump cycles on and off audibly and the engine hesitates when the load is applied.	Fuel System Problems
There is a bad engine, and it won't start up. It smells like gasoline very potent. The fuel pressure regulator is defective.	Fuel System Problems
The heater core in the cabin is obstructed by sediment, and cold air cannot be blown even at the maximum operating temperature of the engine.	Cooling System Anomalies
After refueling, the car is hard to start and the check engine light comes on for an EVAP system leak, traced to a faulty vent solenoid.	Fuel System Problems
Coolant has saturated the damp driver's side floor mat. The cabin emits a pleasant scent when the heater core leaks and the heating runs.	Cooling System Anomalies
Commonly caused by the lighting system, fumes blow out frequently. The wiring harness shows evidence of rodent damage with multiple exposed wires.	Electrical/Electronic Failures
The parking brake fails to keep the vehicle in place on slight gradients. The cables are stretched and the rear brake shoe adjusters are secured against corrosion.	Brake System Defects
None of the dashboard gauges are working, and all warning lights are on. The instrument cluster has lost communication with the vehicle's computer.	Electrical/Electronic Failures
Engine temperatures vary greatly during normal driving conditions. The thermostat is intermittently adjusting between open and closed positions.	Cooling System Anomalies
When the engine cools, the upper radiator hose collapses. The radiator cap is not venting properly, creating a vacuum in the system.	Cooling System Anomalies
The interior lights stay on even when all doors are closed. The door switch plunger is stuck in the depressed position due to dirt accumulation.	Electrical/Electronic Failures
Red fluid is puddling on the ground under the front of the vehicle. The transmission's front pump seal is leaking.	Transmission Problems
A melted spark plug wire was found to be the cause of a persistent engine misfire, which was caused by it being placed against the hot exhaust manifold.	Ignition System Malfunctions
The battery won't hold a charge for more than a few days. There's a constant drain on the system even when the vehicle is off, and the alternator belt is loose.	Electrical/Electronic Failures
The car runs lean and has poor acceleration. The mass airflow sensor is dirty and providing incorrect readings to the engine computer.	Fuel System Problems
The 'check engine' light is on and the transmission is stuck in 3rd gear (limp mode). A failed transmission pressure control solenoid.	Transmission Problems
Despite the ignition key being turned, there is an audible clicking noise. The solenoid fails and the starter no longer operates.	Electrical/Electronic Failures
The car's left-hand braking action is abrupt, and it pulls away from the right front brake caliper slide pins. This prevents it from applying pressure while pulling backward.	Brake System Defects
The engine encounters a subtle but consistent miss while idling. The gap between different spark plugs is worn and too wide for dependable ignition.	Ignition System Malfunctions
The engine temperature gauge climbs into the red zone while idling in traffic. The electric radiator fan relay has failed and the fan is not turning on.	Cooling System Anomalies
The engine has a subtle but consistent miss at idle. The gap on several spark plugs is worn and far too wide for a consistent spark.	Ignition System Malfunctions
The engine turns off while driving over bumps. A main ground wire from the engine to the chassis is loose.	Electrical/Electronic Failures
Even though the water pump was replaced, the engine remains hot. The new pump has a broken plastic impeller that breaks off the shaft.	Cooling System Anomalies
Fuel drips from the carburetor when the engine is off. The float needle valve is worn and not seating properly to stop fuel flow.	Fuel System Problems
The master window switch on the driver's door has malfunctioned, causing power windows to go down instead of up.	Electrical/Electronic Failures
The brake pedal feels extremely hard and requires significant effort to stop the vehicle. The vacuum hose to the brake booster is cracked and leaking.	Brake System Defects
The engine temperature fluctuates wildly while driving. There is a large air pocket trapped in the cooling system after a recent coolant change.	Cooling System Anomalies
The driver's door master window switch has malfunctioned, causing the power windows to go down instead of up.	Electrical/Electronic Failures
Coolant is causing an emulsion when it mixes with engine oil, which results in the intake manifold gasket being worn and allowing coolant to seep into the cylinders.	Cooling System Anomalies
The brake pedal is extremely hard and requires a lot of force to stop the vehicle. The vacuum hose that connects to the brake booster is cracked and leaking.	Brake System Defects
The transmission fluid is leaking from the tail shaft seal. The output shaft bearing is worn creating excess movement and seal damage.	Transmission Problems
The engine temperature fluctuates wildly during normal driving. The thermostat is sticking intermittently between open and closed positions.	Cooling System Anomalies
Holding the brake pedal at a stoplight causes it to slowly fall to the ground. The master cylinder has an internal leak, which allows fluid to bypass the seals.	Brake System Defects
The engine still runs hot even though the water pump has been replaced. The new pump's plastic impeller has broken off, but the shaft is still in good condition.	Cooling System Anomalies
The front pump seal is leaking transmission fluid. After parking, there's a red mess under the car and the fluid needs to be filled up frequently.	Transmission Problems
The engine's performance is worse after a tune-up due to incorrect placement of spark plug wires on the distributor cap.	Ignition System Malfunctions
The fuel gusher in the bottom of the carburetor leaks, which can lead to fire. The float bowl gasket is cracked and hardened due to age and heat cycling.	Fuel System Problems
The mixture of oil and coolant produces a milky hue on the dipstick. The engine temperature remains above normal and the smoke emanating from the exhaust is white.	Cooling System Anomalies
It is very hard to shift the manual transmission into any gear. The clutch is not fully disengaging when the pedal is pressed.	Transmission Problems
Occasionally, the automatic transmission doesn't shift gears and it may not shift at all when gearing up. After driving, there is a burning smell and the transmission light is on.	Transmission Problems
The timing chain is stretched, causing delayed cam timing. The engine experiences power loss at high RPM and struggles to maintain highway speeds on inclines.	Ignition System Malfunctions
The brake lines are stuck and the proportioning valve is not functioning properly, despite the fact that the pedal presses to the ground before the brakes are engaged.	Brake System Defects
It's a real pain to shift the manual transmission into any gear. The clutch isn't fully disengaging when the pedal is pushed down.	Transmission Problems
The front axle's CV joints are worn and produce a loud clicking or grinding sound when sharp turns are made.	Transmission Problems
During moderate usage, brake discs become hot and emit a burning smell after stopping. The brake pads don't fully retract and only partially release.	Brake System Defects
Upon starting, the engine ceases to fire and then turns smoothly. The spark plugs are worn out, and the electrodes have been sharpened to a point.	Ignition System Malfunctions
The engine is knocking while under load. The knock sensor is not causing any delay in ignition timing, which could result in detonation.	Ignition System Malfunctions
Despite the engine being operational, it will not shift gears. The vehicle's torque converter is malfunctioning internally.	Transmission Problems
Despite the doors being closed, all the interior lights remain lit. The door switch plunger is stuck in the depressed position due to dirt accumulation.	Electrical/Electronic Failures
The vehicle's alarm goes off randomly, even when parked in a secure garage. The hood latch sensor is faulty.	Electrical/Electronic Failures
Leaks of brake fluid are visible on the back of a rear wheel. The drum brake's wheel cylinder is also leaking.	Brake System Defects
Steam escapes from the underside of the hood when it is turned off. The coolant recovery tank is cracked, causing coolants to drip down onto the exhaust manifold.	Cooling System Anomalies
The shift from Park to Drive is delayed by a delay and clunk, with low transmission fluid and burnt smell.	Transmission Problems
The car experiences a sudden decrease in power and sputtering. The fuel filter is found to be completely filled with water and sediment.	Fuel System Problems
During twisting too hard on the brake light will flash. Slow leak in one rear wheel cylinder causes low brake fluid level.	Brake System Defects
The transmission fluid is leaking from the front pump seal. There's a red puddle under the vehicle after parking and the fluid needs frequent topping up.	Transmission Problems
There appears to be a random misfire happening occasionally on all cylinders. The ignition control module is overheating and malfunctioning under certain circumstances.	Ignition System Malfunctions
The engine misfires consistently on cylinder 3. The spark plug is fouled with oil and the ignition coil shows signs of heat stress.	Ignition System Malfunctions
The brake warning light flickers during hard turns. The brake fluid level is low due to a slow leak at a rear wheel cylinder.	Brake System Defects
The engine misfires under load. The fuel rail pressure sensor is faulty, causing erratic fuel delivery to the injectors.	Fuel System Problems
When the car is moving at a slow speed, the brakes come to life unexpectedly and become caught in between turns. The ABS module's connectors are also corroded and the wheel speed sensors are tainted with corrosion.	Brake System Defects
It’s not easy to get into the car in the morning and it just sits there kind of sitting still.’ The distributor cap has a hairline crack, which allows moisture inside to seep in.	Ignition System Malfunctions
The transmission slips between second and third gear, especially under heavy acceleration. The transmission control module shows errors related to solenoid function.	Transmission Problems
During slow cornering, the brakes become unresponsive and grab hold of the wheels. The ABS module's connectors are damaged and the wheel speed sensors have been found to be contaminated.	Brake System Defects
There is a delay and a loud clunk when shifting from Park into Drive. The transmission fluid is low and has a burnt smell.	Transmission Problems
The battery is constantly dead in the morning. A parasitic draw was traced to the glove box light staying on when closed.	Electrical/Electronic Failures
The engine overheats, but the radiator is cool to the touch. The thermostat is stuck in the closed position, preventing coolant circulation.	Cooling System Anomalies
The engine misfires on startup and smooths out after a few minutes. The spark plugs are worn, with electrodes eroded to a sharp point.	Ignition System Malfunctions
The float needle valve is ineffective and does not sit properly, causing fuel to drip from the carburetor when the engine is turned off.	Fuel System Problems
The engine backfires and loses power unexpectedly while accelerating. The ignition timing was discovered to be severely delayed.	Ignition System Malfunctions
The starter doesn't engage while the ignition key is turned, and there's an audible clicking. The solenoid tests positive and the starter wiring appears to have been damaged by heat.	Electrical/Electronic Failures
When the brakes are engaged, there is a grinding sound and pinning motion. The brake pads are worn out, and the caliper piston is broken.	Brake System Defects
The engine temperature experiences significant fluctuations while driving. After a coolant change, there is an enormous air pocket in the cooling system.	Cooling System Anomalies
